6.30143e+06	15.6563
0.978723	-11.8342	aig
0.811594	-11.8343	composer
0.866667	-11.8345	pascal
0.494624	-11.8346	australian dollar
0.866667	-11.8346	hector
0.894737	-11.8346	protein
0.978723	-11.8348	quetta
0.711111	-11.8348	detain
0.502793	-11.835	sued
0.572464	-11.8352	about 1,000
0.978723	-11.8352	daring
0.631579	-11.8352	disrupt
0.978723	-11.8353	vehemently
0.978723	-11.8353	authorizing
0.676768	-11.8353	scored twice
0.978723	-11.8354	cafes
0.866667	-11.8355	slipping
0.729412	-11.8356	hedge
0.866667	-11.8357	webber
0.546053	-11.8357	tajikistan
0.978723	-11.8358	ousting
0.830769	-11.8361	odinga
0.978723	-11.8361	pointing out
0.541935	-11.8362	advocates
0.978723	-11.8365	broadcasters
0.909091	-11.8366	npa
0.370821	-11.8366	on jan.
0.666667	-11.8367	1,300
0.791667	-11.8367	bore
0.759494	-11.8368	harmful
0.715909	-11.8369	toledo
0.978723	-11.8372	contributes
0.226607	-11.8372	faces
0.73494	-11.8373	great deal
0.184054	-11.8373	in the past
0.626087	-11.8374	slashed
0.978723	-11.8374	confused
0.6	-11.8374	duke
0.711111	-11.8374	mena
0.866667	-11.8375	libyan leader
0.766234	-11.8376	homicide
0.959184	-11.8376	salam
0.691489	-11.8376	1966
0.978723	-11.8378	swept away
0.462264	-11.8378	cattle
0.811594	-11.838	captors
0.978723	-11.8382	beloved
0.209459	-11.8382	to end
0.978723	-11.8383	shakespeare
0.978723	-11.8383	smallest
0.820896	-11.8389	marry
0.337531	-11.8392	looks
0.978723	-11.8392	mom
0.466346	-11.8392	feed
0.538462	-11.8395	coordinator
0.978723	-11.8397	greenhouse gases
0.978723	-11.8398	highlands
0.520958	-11.84	tariff
0.347594	-11.84	stance
0.978723	-11.8401	awarding
0.959184	-11.8403	monte carlo
0.773333	-11.8404	worrying
0.660194	-11.8405	clouds
0.866667	-11.8406	strongholds
0.517857	-11.8407	power plant
0.978723	-11.8407	credit cards
0.657143	-11.8408	prompt
0.72093	-11.8409	about 500
0.482051	-11.841	oslo
0.854839	-11.841	aside from
0.766234	-11.8412	1.4 billion
0.84127	-11.8412	najib
0.274542	-11.8413	violent
0.978723	-11.8414	brewing
0.53125	-11.8414	drink
0.892857	-11.8414	german foreign minister
0.606557	-11.8415	depression
0.959184	-11.8416	usda
0.978723	-11.8418	slovenian
0.546053	-11.8418	mounted
0.676768	-11.8419	repatriation
0.892857	-11.8419	interactive
0.589147	-11.8421	canberra
0.262997	-11.8423	bombings
0.978723	-11.8424	browne
0.691489	-11.8425	odd
0.978723	-11.8426	imagination
0.978723	-11.8426	administrations
0.978723	-11.8426	half- century
0.978723	-11.8429	papon
0.251046	-11.8429	may have
0.464115	-11.8431	weakness
0.316964	-11.8433	check
0.941176	-11.8433	sammy
0.907407	-11.8434	went ahead
0.978723	-11.8434	footwear
0.52795	-11.8438	overwhelming
0.456221	-11.8438	asian countries
0.62069	-11.8438	allegation
0.978723	-11.8439	donna
0.52795	-11.844	bryant
0.554795	-11.8442	eds : recasts
0.414449	-11.8444	factories
0.978723	-11.8444	slate
0.907407	-11.8445	strong winds
0.941176	-11.8445	weather service
0.715909	-11.8446	phillies
0.978723	-11.8447	paradise
0.892857	-11.8447	infiltration
0.491892	-11.845	muhammad
0.456221	-11.8451	ton
0.978723	-11.8451	examinations
0.978723	-11.8455	berry
0.707865	-11.8456	traditions
0.42126	-11.8457	one year
0.959184	-11.8458	sur
0.546667	-11.8458	coming from
0.680412	-11.8459	tbilisi
0.808824	-11.8459	define
0.978723	-11.8461	sacrifices
0.355932	-11.8461	consensus
0.978723	-11.8464	disciplined
0.415385	-11.8465	to speak
0.52795	-11.8467	should n't
0.87931	-11.8467	secrecy
0.312364	-11.8469	an estimated
0.36858	-11.847	gap
0.94	-11.8472	first batch
0.684211	-11.8472	local elections
0.457944	-11.8473	machines
0.907407	-11.8474	pfizer
0.978723	-11.8475	british colony
0.663366	-11.8475	which included
0.84127	-11.8475	freeing
0.132605	-11.8476	arrested
0.391156	-11.8479	chiefs
0.695652	-11.8481	foreign relations
0.394464	-11.8481	demonstration
0.84127	-11.8484	two koreas
0.680412	-11.8485	cloud
0.691489	-11.8485	premium
0.377778	-11.8485	impact on
0.84127	-11.8486	lately
0.636364	-11.8488	contend
0.366366	-11.8488	birth
0.763158	-11.8491	attached to
0.978723	-11.8491	clarified
0.606557	-11.8495	exiled
0.958333	-11.8496	quits
1	-11.8496	privilege
0.978261	-11.8497	sachin tendulkar
0.457944	-11.8497	very important
0.94	-11.8498	annika
0.650943	-11.8498	do something
0.978261	-11.8499	lawless
0.75641	-11.85	madagascar
0.555556	-11.8501	after losing
0.978261	-11.8502	talents
0.780822	-11.8502	presidential campaign
0.958333	-11.8504	central african republic
0.978261	-11.8504	o.j. simpson
0.564286	-11.8506	one- third
0.978261	-11.8507	conciliatory
0.405904	-11.8507	miners
0.30608	-11.8508	post-
0.978261	-11.8509	reclusive
0.405904	-11.8509	staying
0.923077	-11.851	kuwait city
0.978261	-11.8511	hardships
0.55102	-11.8511	americas
0.978261	-11.8512	strongly opposed
0.268921	-11.8512	front of
0.808824	-11.8513	since 1990
0.892857	-11.8513	terror suspects
0.923077	-11.8514	wolfsburg
0.923077	-11.8515	2100
0.763158	-11.8517	brazilians
0.564286	-11.8518	three - time
0.773333	-11.8518	record holder
0.94	-11.8519	fourth consecutive
0.62069	-11.8519	johnny
0.830769	-11.852	ak
0.8	-11.852	cancellation of
0.72619	-11.8521	mauritania
0.978261	-11.8523	cabin
0.978261	-11.8524	mohamed elbaradei
0.613445	-11.8525	an old
0.978261	-11.8525	opt
0.978261	-11.8525	neighborly
0.958333	-11.8526	0.18
0.194118	-11.8526	philippine
0.264062	-11.8527	immigration
0.818182	-11.8527	two seasons
0.479381	-11.8528	tung
0.608333	-11.8529	vegetables
0.8	-11.853	crawford
0.978261	-11.8531	disagree
0.892857	-11.8532	caretaker government
0.907407	-11.8533	eritrean
0.978261	-11.8533	closed doors
0.461905	-11.8533	is considered
0.72619	-11.8534	succeeded in
0.978261	-11.8535	unmanned
0.864407	-11.8535	an impressive
0.923077	-11.8535	verizon
0.497238	-11.8536	militias
0.474747	-11.8537	crowded
0.808824	-11.8537	bipartisan
0.978261	-11.8537	seafood
0.978261	-11.8537	bowed
0.622807	-11.8537	skin
0.521472	-11.8539	angered
0.978261	-11.854	denouncing
0.978261	-11.8541	towering
0.958333	-11.8543	1.45
0.978261	-11.8543	ravens
0.707865	-11.8543	cheering
0.907407	-11.8544	coup attempt
0.978261	-11.8544	filmmakers
0.307856	-11.8544	say they
0.978261	-11.8545	cab
0.75641	-11.8546	feyenoord
0.978261	-11.8546	specter
0.569343	-11.8547	her own
0.808824	-11.8547	assaulted
0.978261	-11.8547	misunderstanding
0.978261	-11.8549	dose
0.452055	-11.8551	350
0.978261	-11.8551	arrest warrants
0.978261	-11.8552	retirees
0.978261	-11.8554	unconscious
0.864407	-11.8555	canadian dollar
0.335859	-11.8556	masters
0.486631	-11.8557	police station
0.978261	-11.8558	enact
0.277108	-11.8558	tech
0.695652	-11.8559	sinking
0.763158	-11.856	inspected
0.384106	-11.856	an investigation
0.978261	-11.8562	khaleda zia
0.5	-11.8562	900
0.94	-11.8563	piano
0.615385	-11.8563	wellington
0.978261	-11.8565	larijani
0.978261	-11.8566	comparing
0.864407	-11.8567	undefeated
0.630631	-11.8567	guyana
0.923077	-11.8567	paid off
0.128768	-11.8569	9
0.978261	-11.857	disgruntled
0.390411	-11.8571	applied
0.907407	-11.8573	tribesmen
0.34492	-11.8573	700
0.978261	-11.8574	firefight
0.229858	-11.8575	brown
0.479381	-11.8577	solutions
0.978261	-11.8579	0900 gmt
0.392361	-11.858	u.s. embassy
0.429167	-11.858	burning
0.797101	-11.8581	acknowledging
0.978261	-11.8582	troubling
0.489247	-11.8582	pop
0.420635	-11.8582	90 percent
0.51497	-11.8582	detected
0.818182	-11.8583	warehouse
0.978261	-11.8584	enrollment
0.907407	-11.8585	magistrates
0.907407	-11.8585	jewish community
0.712644	-11.8585	upgraded
0.580153	-11.8586	entrepreneurs
0.923077	-11.8586	forex
0.818182	-11.8587	allocation
0.731707	-11.8587	bertrand
0.596774	-11.8587	budapest
0.673469	-11.8589	chin
0.400722	-11.859	romanian
0.638889	-11.859	reliable
0.978261	-11.8591	wrap up
0.653846	-11.8591	trends
0.601626	-11.8591	investigator
0.584615	-11.8592	unspecified
0.740741	-11.8592	shaun
0.877193	-11.8593	talk show
0.763158	-11.8594	specially
0.978261	-11.8597	conductor
0.978261	-11.8597	classics
0.978261	-11.86	praising
0.828125	-11.86	nuclear reactor
0.580153	-11.8601	mothers
0.978261	-11.8602	sadness
0.978261	-11.8604	booth
0.978261	-11.8606	happiness
0.978261	-11.8606	collections
0.374603	-11.8607	who died
0.590551	-11.8609	suggestion
0.763158	-11.861	206
0.653846	-11.8613	two- week
0.688172	-11.8613	political prisoners
0.622807	-11.8614	representation
0.463415	-11.8614	overtime
0.978261	-11.8615	inconsistent
0.890909	-11.8616	tamil tigers
0.166148	-11.8617	kosovo
0.978261	-11.8617	bamboo
0.864407	-11.8618	border guards
0.543624	-11.8619	contribution to
0.978261	-11.862	portraits
0.295276	-11.862	in 1994
0.978261	-11.8621	weighs
0.532051	-11.8622	militiamen
0.978261	-11.8623	brake
0.818182	-11.8626	they 'd
0.83871	-11.8626	manual
0.978261	-11.8627	promotions
0.479167	-11.8628	about 30
0.978261	-11.8629	custom
0.923077	-11.8631	yoon
0.877193	-11.8633	an international conference
0.852459	-11.8633	public service
0.978261	-11.8635	stalls
0.877193	-11.8635	broadband
0.451613	-11.8636	copyright
0.666667	-11.8637	folk
0.345946	-11.8637	joining
0.83871	-11.8637	frightened
0.763158	-11.8638	turnaround
0.666667	-11.8639	aaron
0.94	-11.8639	seniors
0.47449	-11.864	shah
0.603306	-11.8642	painted
0.592	-11.8643	belfast
0.818182	-11.8644	four decades
0.83871	-11.8644	rabbani
0.978261	-11.8646	styles
0.677083	-11.8649	simultaneously
0.596774	-11.865	riders
0.313333	-11.8651	contributed to
0.590551	-11.8654	fu
0.435345	-11.8654	making it
0.585938	-11.8654	abkhazia
0.746835	-11.8658	urgently
0.717647	-11.8659	catching
0.313333	-11.8659	cutting
0.455399	-11.866	1.8
0.575758	-11.8661	about 60
0.373418	-11.8662	the second round
0.455399	-11.8662	criticism of
0.630631	-11.8662	good news
0.731707	-11.8663	nasser
0.717647	-11.8663	cheers
0.392982	-11.8663	briefly
0.481481	-11.8664	interviews
0.641509	-11.8664	coached
0.978261	-11.8665	czar
0.94	-11.8666	leonardo
0.42449	-11.8667	declining
0.746835	-11.8667	mystery
0.877193	-11.8667	generators
0.864407	-11.8668	igor ivanov
0.877193	-11.8668	qian qichen
0.322353	-11.867	female
0.958333	-11.8671	wrecked
0.476684	-11.8672	more than half
0.788732	-11.8672	2.6 percent
0.670103	-11.8673	1,600
0.397849	-11.8674	pledge
0.978261	-11.8675	miserable
0.978261	-11.8676	trek
0.35	-11.8676	compromise
0.508876	-11.8678	jimmy
0.94	-11.8678	maturity
0.556338	-11.868	bundesliga
0.7375	-11.8681	bacteria
0.90566	-11.8683	right wing
0.535948	-11.8687	ambitious
0.309368	-11.8687	winners
0.90566	-11.8694	van nistelrooy
0.704545	-11.8696	brooklyn
0.680851	-11.8696	who lives
0.688172	-11.8696	les
0.938776	-11.8697	refined
0.978261	-11.8697	trans - atlantic
0.704545	-11.8697	zinc
0.237179	-11.8697	cricket
0.680851	-11.8699	lows
0.670103	-11.8699	look into
0.428571	-11.87	much more
0.508876	-11.8702	cancel
0.753247	-11.8704	spanish league
0.978261	-11.8704	half- hour
0.292398	-11.8708	defender
0.641509	-11.8709	optimistic about
0.77027	-11.871	undermined
0.692308	-11.8711	oxygen
0.7375	-11.8713	contamination
0.416667	-11.8715	saved
0.815385	-11.8716	meltdown
0.777778	-11.8716	to quell
0.797101	-11.8718	abacha
0.90566	-11.872	detention center
1	-11.8721	readings
1	-11.8721	conchita martinez
1	-11.8721	surgical
0.525316	-11.8722	danny
0.731707	-11.8722	masks
0.977778	-11.8723	de villiers
0.977778	-11.8723	syed hamid
0.977778	-11.8724	hongkong standard
0.692308	-11.8724	evident
0.815385	-11.8725	interstate
0.977778	-11.8726	metropolis
0.291262	-11.8729	nigerian
0.298174	-11.8731	10th
0.90566	-11.8731	judo
0.877193	-11.8733	convention center
0.57037	-11.8735	rok
0.977778	-11.8735	codes
0.938776	-11.8735	magnificent
0.862069	-11.8738	power supply
0.335038	-11.8739	pollution
0.680851	-11.8739	hull
0.85	-11.874	poison
0.977778	-11.8741	unlimited
0.977778	-11.8741	mound
0.431624	-11.8741	songs
0.977778	-11.8742	reals
0.85	-11.8744	british columbia
0.575758	-11.8745	renault
0.41502	-11.8745	sentences
0.977778	-11.8746	149
0.862069	-11.8746	3.7 percent
0.90566	-11.8748	sydney olympics
0.977778	-11.8749	assessing
0.977778	-11.8749	volcanic
0.890909	-11.8749	consuming
0.777778	-11.875	struggle against
0.862069	-11.875	proceed with
0.90566	-11.8751	gilbert
0.977778	-11.8752	1937
0.977778	-11.8752	uneasy
0.80597	-11.8752	skate
0.977778	-11.8753	conceding
0.7375	-11.8753	icrc
0.977778	-11.8754	analyze
0.627273	-11.8754	contender
0.977778	-11.8755	crosses
0.977778	-11.8755	howell
0.324519	-11.8756	to strengthen
0.890909	-11.8756	intermediate
0.483871	-11.8757	radar
0.977778	-11.876	useless
0.222727	-11.876	in march
0.416667	-11.8761	a.
0.489011	-11.8761	graham
0.977778	-11.8761	mock
0.85	-11.8763	prudent
0.518519	-11.8765	vacation
0.644231	-11.8765	criticizing
0.977778	-11.8766	truckers
0.977778	-11.8766	suited
0.90566	-11.8766	every effort
0.650485	-11.8766	until now
0.74359	-11.8767	younis
0.977778	-11.8767	kerr
0.977778	-11.8767	prediction
0.977778	-11.877	humor
0.653465	-11.8771	proclaimed
0.977778	-11.8771	rover
0.977778	-11.8771	waterway
0.324455	-11.8771	executives
0.76	-11.8771	conflicting
0.633028	-11.8772	pristina
0.90566	-11.8775	thrown out
0.80597	-11.8777	la paz
0.777778	-11.8778	about 2,000
0.692308	-11.8778	wan
0.977778	-11.8779	palestine liberation
0.977778	-11.8779	dawson
0.635514	-11.878	ferrero
0.977778	-11.8781	references
0.412451	-11.8782	tonight
0.653465	-11.8783	legend
0.977778	-11.8783	newport
0.977778	-11.8784	destroys
0.977778	-11.8786	debuted
0.722892	-11.8787	gold medalist
0.85	-11.8788	sovereignty over
0.684783	-11.8789	desk
0.977778	-11.8789	warship
0.977778	-11.8791	baggage
0.938776	-11.8791	ranged from
0.977778	-11.8792	cleaned
0.890909	-11.8792	operating profit
0.41502	-11.8792	cheney
0.0882196	-11.8793	15
0.767123	-11.8794	housing market
0.263074	-11.8794	watch
0.921569	-11.8795	donor countries
0.957447	-11.8795	1967 mideast
0.977778	-11.8798	derived
0.722892	-11.8798	courthouse
0.957447	-11.8799	president alvaro
0.6	-11.8799	hours later
0.218681	-11.8799	ready to
0.977778	-11.88	replay
0.619469	-11.88	to enable
0.921569	-11.8801	teresa
0.512048	-11.8801	urgent ¥ ¥ ¥
0.977778	-11.8802	compounds
0.340426	-11.8803	kills
0.383051	-11.8803	to extend
0.85	-11.8803	brought down
0.529032	-11.8804	local newspaper
0.977778	-11.8805	synchronized
0.977778	-11.8805	evacuees
0.567164	-11.8805	finances
0.438053	-11.8806	teen
0.794118	-11.8807	decorated
0.6	-11.8808	knicks
0.420408	-11.8809	write
0.977778	-11.881	rig
0.162326	-11.881	name
0.977778	-11.8811	recordings
0.977778	-11.8811	headache
0.85	-11.8812	unwilling to
0.240691	-11.8813	envoy
0.977778	-11.8814	spouses
0.977778	-11.8815	grueling
0.497143	-11.8816	bishop
0.605042	-11.8818	teen -
0.977778	-11.8819	explorer
0.875	-11.882	seriously wounded
0.417671	-11.8822	to halt
0.280289	-11.8822	cairo
0.635514	-11.8823	a police officer
0.371429	-11.8824	jack
0.420408	-11.8824	criminals
0.349296	-11.8824	steady
0.285714	-11.8825	10 percent
0.977778	-11.8826	accurately
0.90566	-11.8827	taekwondo
0.673684	-11.8828	diverted
0.612069	-11.8828	structural
0.536424	-11.8828	political party
0.977778	-11.8829	iqbal
0.825397	-11.8829	frustrating
0.80597	-11.8829	preview
0.977778	-11.883	prestige
0.825397	-11.883	mls
0.6	-11.883	sluggish
0.977778	-11.8831	educate
0.977778	-11.8832	smash
0.486339	-11.8832	endorsed
0.576923	-11.8833	forthcoming
0.469388	-11.8834	oh
0.785714	-11.8835	education minister
0.58871	-11.8836	imagine
0.74359	-11.8837	showed up
0.862069	-11.8838	accuracy
0.401487	-11.8839	robinson
0.977778	-11.8841	missionaries
0.635514	-11.8841	prime ministers
0.977778	-11.8843	foley
0.557971	-11.8843	municipality
0.977778	-11.8844	wicketkeeper
0.921569	-11.8844	charter flights
0.977778	-11.8846	mayoral
0.977778	-11.8846	underwater
0.709302	-11.8846	reconnaissance
0.701149	-11.8846	billionaire
0.977778	-11.8849	pirate
0.381757	-11.885	expensive
0.977778	-11.8852	mogul
0.438053	-11.8852	israeli soldiers
0.977778	-11.8855	understand why
0.977778	-11.8855	burke
0.888889	-11.8855	corporate earnings
0.977778	-11.8856	good governance
0.562044	-11.8857	muscle
0.684783	-11.8858	city council
0.621622	-11.886	creative
0.977778	-11.8861	richer
0.462687	-11.8865	workers '
0.709302	-11.8866	both men
0.709302	-11.8866	pacers
0.785714	-11.8867	hijacking
0.27226	-11.8867	ford
0.260597	-11.8868	loan
0.888889	-11.8868	ballet
0.478723	-11.8868	salaries
0.977778	-11.8871	fahd
0.977778	-11.8871	unaccounted
0.875	-11.8871	salem
0.862069	-11.8874	president jean -
0.977778	-11.8875	bride
0.977778	-11.8875	164
0.684783	-11.8876	international affairs
0.80303	-11.8877	2030
0.458537	-11.8878	2.3
0.614035	-11.888	alpine
0.439462	-11.888	hindu
0.110084	-11.8882	25
0.957447	-11.8882	36 -year-old
0.656566	-11.8882	forwards
0.888889	-11.8883	pleasure
0.515528	-11.8884	golds
0.4	-11.8886	peak
0.734177	-11.8888	nights
0.815385	-11.8889	treasurer
0.351429	-11.8889	audience
0.938776	-11.889	diarrhea
0.938776	-11.889	air pollution
0.728395	-11.8891	masked
0.677419	-11.8892	connected to
0.6	-11.8892	hardly
0.875	-11.8892	gujarat
0.509091	-11.8893	han
0.638095	-11.8895	reasons for
0.815385	-11.8895	sprayed
0.62963	-11.8896	refrain
0.977778	-11.8898	intelligent
0.601695	-11.8898	glenn
0.198002	-11.8899	firm
0.938776	-11.8901	fishing boat
0.51875	-11.8901	predict
0.836066	-11.8903	jenkins
0.977778	-11.8904	chavalit
0.903846	-11.8904	petroleum products
0.567164	-11.8905	july 1
0.478723	-11.8905	asset
0.51875	-11.8905	blockade
0.734177	-11.8906	recover from
0.541096	-11.8908	on track
0.400749	-11.8909	arabs
0.92	-11.8913	shortstop
0.544828	-11.8915	has gone
0.673684	-11.8915	margaret
0.595041	-11.8918	wartime
0.903846	-11.892	right direction
0.562963	-11.8921	runway
0.307692	-11.8922	- minute
0.977778	-11.8925	1.50
0.616071	-11.8927	quest
0.903846	-11.8927	gibbs
0.62963	-11.8928	sophisticated
0.701149	-11.8928	third largest
0.9375	-11.8929	patents
0.364198	-11.8931	surge
0.688889	-11.8932	ahern
0.728395	-11.8933	rotterdam
0.888889	-11.8934	amid fears
0.42616	-11.8936	raw
0.977778	-11.8938	peaked
0.977778	-11.8939	pardoned
0.714286	-11.8942	pt
0.714286	-11.8942	sacred
0.92	-11.8943	swept through
0.8125	-11.8945	declares
0.825397	-11.8949	reorganization
0.379195	-11.8949	intervention
0.277978	-11.8949	putting
0.8125	-11.8949	tv channel
0.562963	-11.895	laura
0.888889	-11.8951	orient
0.903846	-11.8951	vettori
1	-11.8951	restricting
1	-11.8951	chandrika kumaratunga
0.1367	-11.8951	aid
0.756757	-11.8952	to install
0.236601	-11.8953	questions
0.108315	-11.8953	at least
0.767123	-11.8954	logging
0.267112	-11.8955	collapse
0.9375	-11.8955	daunting
0.464646	-11.8957	had taken
0.977273	-11.8957	absorbed
0.647059	-11.8957	agreement signed
0.977273	-11.8958	libraries
0.444444	-11.8958	writethru :
0.545455	-11.8962	crushed
0.409449	-11.8962	lu
0.774648	-11.8963	capturing
0.616071	-11.8964	premiership
0.623853	-11.8964	moi
0.977273	-11.8966	denounce
0.794118	-11.8966	celebrates
0.888889	-11.8967	road trip
0.977273	-11.8967	void
0.888889	-11.8968	cyclist
0.977273	-11.8969	arise
0.451923	-11.8969	zaire
0.774648	-11.8969	judged
0.977273	-11.8971	qualifications
0.135739	-11.8973	england
0.092061	-11.8974	11
0.956522	-11.8975	aug. 31
0.701149	-11.8976	barclays
0.623853	-11.8977	combination of
0.518987	-11.8978	engines
0.210093	-11.8978	aids
0.347458	-11.8979	pitch
0.164661	-11.898	calls
0.977273	-11.898	colonies
0.977273	-11.898	pouring
0.977273	-11.8981	advising
0.977273	-11.8981	bounce back
0.681319	-11.8981	an effective
0.701149	-11.8981	da silva
0.184948	-11.8982	olympics
0.573643	-11.8982	trade deficit
0.782609	-11.8983	yun
0.8125	-11.8983	employer
0.977273	-11.8984	boycotting
0.977273	-11.8984	finale
0.977273	-11.8984	ipr
0.977273	-11.8985	greetings
0.836066	-11.8986	caught up
0.92	-11.8987	gnp
0.478495	-11.8989	blocking
0.9375	-11.8989	grandchildren
0.956522	-11.899	varied
0.568182	-11.899	will decide
0.321256	-11.8992	arizona
0.666667	-11.8993	russian foreign minister
0.601695	-11.8994	announced tuesday
0.977273	-11.8995	196
0.903846	-11.8995	linebacker
0.525974	-11.8995	gul
0.394161	-11.8996	come from
0.977273	-11.8997	unsolved
0.603448	-11.8998	guarded
0.357357	-11.8998	reducing
0.92	-11.8999	sumo
0.616071	-11.8999	except for
0.903846	-11.9	nutrition
0.9375	-11.9	brains
0.562963	-11.9001	advisor
0.640777	-11.9002	eurozone
